Entity,Code,Year,Age,"Deaths from malignant neoplasms per 100,000 people in, both sexes"
Brunei,BRN,2012,0-1,33.333332
Brunei,BRN,2013,0-1,13.627691
Brunei,BRN,2014,0-1,0.0
Brunei,BRN,2015,0-1,12.924907
Brunei,BRN,2016,0-1,0.0
Brunei,BRN,2017,0-1,17.47942
Brunei,BRN,2018,0-1,17.930826
Brunei,BRN,2019,0-1,0.0
Bulgaria,BGR,1964,0-1,7.025761
Bulgaria,BGR,1965,0-1,6.2015505
Bulgaria,BGR,1966,0-1,4.0
Bulgaria,BGR,1967,0-1,9.113504
Bulgaria,BGR,1968,0-1,0.0
Bulgaria,BGR,1969,0-1,5.035971
Bulgaria,BGR,1970,0-1,5.0835147
Bulgaria,BGR,1971,0-1,6.81302
Bulgaria,BGR,1972,0-1,1.5637217
Bulgaria,BGR,1973,0-1,1.4705882
Bulgaria,BGR,1974,0-1,1.3755158
Bulgaria,BGR,1975,0-1,1.4114326
Bulgaria,BGR,1976,0-1,2.1216407
Bulgaria,BGR,1977,0-1,12.265512
Bulgaria,BGR,1978,0-1,5.2473764
Bulgaria,BGR,1979,0-1,4.46761
Bulgaria,BGR,1980,0-1,3.0983734
Bulgaria,BGR,1981,0-1,7.26979
Bulgaria,BGR,1982,0-1,7.383101
Bulgaria,BGR,1983,0-1,8.396306
Bulgaria,BGR,1984,0-1,5.1325917
Bulgaria,BGR,1985,0-1,10.223048
Bulgaria,BGR,1986,0-1,7.594937
Bulgaria,BGR,1987,0-1,8.82825
Bulgaria,BGR,1988,0-1,6.1082025
Bulgaria,BGR,1989,0-1,5.28169
Bulgaria,BGR,1990,0-1,12.126865
Bulgaria,BGR,1991,0-1,11.122346
Bulgaria,BGR,1992,0-1,21.205357
Bulgaria,BGR,1993,0-1,7.0339975
Bulgaria,BGR,1994,0-1,7.398274
Bulgaria,BGR,1995,0-1,8.053691
Bulgaria,BGR,1996,0-1,7.052186
Bulgaria,BGR,1997,0-1,19.37407
Bulgaria,BGR,1998,0-1,4.6948357
Bulgaria,BGR,1999,0-1,13.2547865
Bulgaria,BGR,2000,0-1,1.4079549
Bulgaria,BGR,2001,0-1,9.007251
Bulgaria,BGR,2002,0-1,4.5639176
Bulgaria,BGR,2003,0-1,7.6801376
Bulgaria,BGR,2004,0-1,9.04091
Bulgaria,BGR,2005,0-1,5.8915367
Bulgaria,BGR,2006,0-1,1.4399885
Bulgaria,BGR,2007,0-1,5.6319785
Bulgaria,BGR,2008,0-1,1.3757807
Bulgaria,BGR,2009,0-1,5.316816
Bulgaria,BGR,2010,0-1,4.0628386
Bulgaria,BGR,2011,0-1,2.9131162
Bulgaria,BGR,2012,0-1,4.540501
Bulgaria,BGR,2013,0-1,3.0607717
Bulgaria,BGR,2014,0-1,9.092907
Bulgaria,BGR,2015,0-1,1.5065573
Bulgaria,BGR,2016,0-1,7.6803737
Bulgaria,BGR,2017,0-1,7.7846456
Bulgaria,BGR,2018,0-1,4.7682624
Bulgaria,BGR,2019,0-1,1.6207455
Bulgaria,BGR,2020,0-1,1.6612675
Bulgaria,BGR,2021,0-1,3.4007244
Canada,CAN,1950,0-1,8.9963455
Canada,CAN,1951,0-1,6.29275
Canada,CAN,1952,0-1,6.4566116
Canada,CAN,1953,0-1,6.963442
Canada,CAN,1954,0-1,5.221932
Canada,CAN,1955,0-1,6.7772846
Canada,CAN,1956,0-1,5.9578366
Canada,CAN,1957,0-1,6.3792343
Canada,CAN,1958,0-1,5.483659
Canada,CAN,1959,0-1,7.731959
Canada,CAN,1960,0-1,6.659506
Canada,CAN,1961,0-1,7.096774
Canada,CAN,1962,0-1,4.735256
Canada,CAN,1963,0-1,6.7085047
Canada,CAN,1964,0-1,6.4444447
Canada,CAN,1965,0-1,5.5376096
Canada,CAN,1966,0-1,5.4945054
Canada,CAN,1967,0-1,5.3390284
Canada,CAN,1968,0-1,6.8719077
Canada,CAN,1969,0-1,5.5555553
Canada,CAN,1970,0-1,6.8756876
Canada,CAN,1971,0-1,5.0519223
Canada,CAN,1972,0-1,4.6242776
Canada,CAN,1973,0-1,4.928965
Canada,CAN,1974,0-1,4.689332
Canada,CAN,1975,0-1,4.418262
Canada,CAN,1976,0-1,3.7801685
Canada,CAN,1977,0-1,3.8738241
Canada,CAN,1978,0-1,3.9325843
Canada,CAN,1979,0-1,3.8240917
Canada,CAN,1980,0-1,3.3314824
Canada,CAN,1981,0-1,4.39923
Canada,CAN,1982,0-1,2.9729729
Canada,CAN,1983,0-1,2.745744
Canada,CAN,1984,0-1,3.188945
Canada,CAN,1985,0-1,2.9333334
Canada,CAN,1986,0-1,3.7593985
Canada,CAN,1987,0-1,3.7868543
Canada,CAN,1988,0-1,2.1356113
Canada,CAN,1989,0-1,4.0409484
Canada,CAN,1990,0-1,2.2460694
Canada,CAN,1991,0-1,2.2871664
Canada,CAN,1992,0-1,2.5081515
Canada,CAN,1993,0-1,4.0899796
Canada,CAN,1994,0-1,1.8045888
Canada,CAN,1995,0-1,1.0484928
Canada,CAN,1996,0-1,2.3622048
Canada,CAN,1997,0-1,2.8074117
Canada,CAN,1998,0-1,4.357843
Canada,CAN,1999,0-1,2.963639
Canada,CAN,2000,0-1,2.6770656
Canada,CAN,2001,0-1,2.1062577
Canada,CAN,2002,0-1,1.5267781
Canada,CAN,2003,0-1,2.1229491
Canada,CAN,2004,0-1,2.374155
Canada,CAN,2005,0-1,1.4785944
Canada,CAN,2006,0-1,2.2402313
Canada,CAN,2007,0-1,2.9719448
Canada,CAN,2008,0-1,2.0920393
Canada,CAN,2009,0-1,2.5549703
Canada,CAN,2010,0-1,2.023022
Canada,CAN,2011,0-1,2.03171
Canada,CAN,2012,0-1,3.8773015
Canada,CAN,2013,0-1,2.11902
Canada,CAN,2014,0-1,2.163507
Canada,CAN,2015,0-1,1.9102197
Canada,CAN,2016,0-1,1.0816687
Canada,CAN,2017,0-1,1.5893998
Canada,CAN,2018,0-1,1.2907156
Canada,CAN,2019,0-1,1.2620622
Canada,CAN,2020,0-1,1.9923891
Canada,CAN,2021,0-1,0.74430424
Canada,CAN,2022,0-1,1.9933522
Cape Verde,CPV,1980,0-1,9.139097
Cape Verde,CPV,2011,0-1,0.0
Chile,CHL,1955,0-1,5.2380953
Chile,CHL,1956,0-1,6.9444447
Chile,CHL,1957,0-1,8.1081085
Chile,CHL,1958,0-1,10.619469
Chile,CHL,1959,0-1,16.017317
Chile,CHL,1960,0-1,15.234871
Chile,CHL,1961,0-1,13.963039
Chile,CHL,1962,0-1,14.067524
Chile,CHL,1963,0-1,12.166405
Chile,CHL,1964,0-1,7.6394196
Chile,CHL,1965,0-1,10.70442
Chile,CHL,1966,0-1,4.05954
Chile,CHL,1967,0-1,8.620689
Chile,CHL,1968,0-1,7.4481864
Chile,CHL,1969,0-1,6.5494657
Chile,CHL,1970,0-1,3.68053
Chile,CHL,1971,0-1,8.431085
Chile,CHL,1972,0-1,7.1994243
Chile,CHL,1973,0-1,14.139272
Chile,CHL,1974,0-1,8.133755
Chile,CHL,1975,0-1,6.1538463
Chile,CHL,1976,0-1,9.2
Chile,CHL,1977,0-1,6.7460318
Chile,CHL,1978,0-1,7.5
Chile,CHL,1979,0-1,7.89177
Chile,CHL,1980,0-1,6.6666665
Chile,CHL,1981,0-1,13.50365
Chile,CHL,1982,0-1,8.759124
Chile,CHL,1983,0-1,5.353319
Chile,CHL,1984,0-1,4.0014553
Chile,CHL,1985,0-1,6.7304287
Chile,CHL,1986,0-1,4.177744
Chile,CHL,1987,0-1,3.705076
Chile,CHL,1988,0-1,2.324809
Chile,CHL,1989,0-1,3.2819166
Chile,CHL,1990,0-1,5.9800663
Chile,CHL,1991,0-1,5.7471266
Chile,CHL,1992,0-1,2.5974026
Chile,CHL,1993,0-1,4.399323
Chile,CHL,1994,0-1,4.732928
Chile,CHL,1995,0-1,5.555691
Chile,CHL,1996,0-1,5.7245083
Chile,CHL,1997,0-1,3.7145722
Chile,CHL,1998,0-1,3.4829857
Chile,CHL,1999,0-1,2.0097997
Chile,CHL,2000,0-1,3.3110664
Chile,CHL,2001,0-1,1.2622013
Chile,CHL,2002,0-1,2.9633267
Chile,CHL,2003,0-1,2.5336554
Chile,CHL,2004,0-1,2.9330306
Chile,CHL,2005,0-1,2.0740347
Chile,CHL,2006,0-1,4.1011844
Chile,CHL,2007,0-1,4.8569036
Chile,CHL,2008,0-1,3.1961136
Chile,CHL,2009,0-1,3.9536161
Chile,CHL,2010,0-1,5.893516
Chile,CHL,2011,0-1,3.532695
Chile,CHL,2012,0-1,2.362679
Chile,CHL,2013,0-1,4.7615833
Chile,CHL,2014,0-1,2.4097836
Chile,CHL,2015,0-1,2.0413246
Chile,CHL,2016,0-1,2.5122051
Chile,CHL,2017,0-1,1.2949343
Chile,CHL,2018,0-1,1.3372381
Chile,CHL,2019,0-1,2.7504768
Chile,CHL,2020,0-1,2.8036072
Chile,CHL,2021,0-1,2.3260682
Colombia,COL,1953,0-1,0.56545097
Colombia,COL,1954,0-1,0.36116013
Colombia,COL,1955,0-1,6.480881
Colombia,COL,1956,0-1,6.520322
Colombia,COL,1957,0-1,1.4468789
Colombia,COL,1958,0-1,4.4061303
Colombia,COL,1959,0-1,4.455997
Colombia,COL,1960,0-1,3.058104
Colombia,COL,1961,0-1,5.404463
Colombia,COL,1962,0-1,2.3648648
Colombia,COL,1963,0-1,2.128008
Colombia,COL,1964,0-1,3.3301618
Colombia,COL,1965,0-1,0.0
Colombia,COL,1966,0-1,5.8497076
Colombia,COL,1967,0-1,5.4077754
Colombia,COL,1968,0-1,4.8398576
Colombia,COL,1969,0-1,4.4352045
Colombia,COL,1972,0-1,5.75374
Colombia,COL,1974,0-1,5.727205
Colombia,COL,1975,0-1,4.382412
Colombia,COL,1976,0-1,7.9641776
Colombia,COL,1977,0-1,6.4638257
Colombia,COL,1984,0-1,1.5972315
Colombia,COL,1985,0-1,6.5155067
Colombia,COL,1986,0-1,6.1247926
Colombia,COL,1987,0-1,4.5180135
Colombia,COL,1988,0-1,4.58735
Colombia,COL,1989,0-1,5.9472337
Colombia,COL,1990,0-1,4.093802
Colombia,COL,1991,0-1,3.2105527
Colombia,COL,1992,0-1,3.8336432
Colombia,COL,1993,0-1,3.821656
Colombia,COL,1994,0-1,4.390526
Colombia,COL,1995,0-1,3.5741363
Colombia,COL,1996,0-1,3.6120207
Colombia,COL,1997,0-1,3.463958
Colombia,COL,1998,0-1,3.4412155
Colombia,COL,1999,0-1,3.9962904
Colombia,COL,2000,0-1,4.9000216
Colombia,COL,2001,0-1,3.6004636
Colombia,COL,2002,0-1,3.5849018
Colombia,COL,2003,0-1,4.50778
Colombia,COL,2004,0-1,3.4320705
Colombia,COL,2005,0-1,3.1021256
Colombia,COL,2006,0-1,2.8049567
Colombia,COL,2007,0-1,3.7793894
Colombia,COL,2008,0-1,4.186564
Colombia,COL,2009,0-1,4.3324447
Colombia,COL,2010,0-1,3.325758
Colombia,COL,2011,0-1,2.5143106
Colombia,COL,2012,0-1,2.7847629
Colombia,COL,2013,0-1,2.8911324
Colombia,COL,2014,0-1,4.2065153
Colombia,COL,2015,0-1,2.81088
Colombia,COL,2016,0-1,2.788078
Colombia,COL,2017,0-1,1.0538337
Colombia,COL,2018,0-1,3.8038325
Colombia,COL,2019,0-1,2.631468
Colombia,COL,2020,0-1,1.4659474
Colombia,COL,2021,0-1,2.4403107
Costa Rica,CRI,1961,0-1,1.6949153
Costa Rica,CRI,1962,0-1,3.3444817
Costa Rica,CRI,1963,0-1,4.9423394
Costa Rica,CRI,1964,0-1,1.7123288
Costa Rica,CRI,1965,0-1,5.1282053
Costa Rica,CRI,1966,0-1,3.3955858
Costa Rica,CRI,1967,0-1,13.769363
Costa Rica,CRI,1968,0-1,7.0422535
Costa Rica,CRI,1969,0-1,10.84991
Costa Rica,CRI,1970,0-1,19.677996
Costa Rica,CRI,1971,0-1,3.6697247
Costa Rica,CRI,1972,0-1,1.9569472
Costa Rica,CRI,1973,0-1,9.920635
Costa Rica,CRI,1974,0-1,9.67118
Costa Rica,CRI,1975,0-1,1.9011407
Costa Rica,CRI,1976,0-1,12.939002
Costa Rica,CRI,1977,0-1,6.8259387
Costa Rica,CRI,1978,0-1,5.8479533
Costa Rica,CRI,1979,0-1,12.931034
Costa Rica,CRI,1980,0-1,4.347826
Costa Rica,CRI,1981,0-1,1.4492754
Costa Rica,CRI,1982,0-1,8.450705
Costa Rica,CRI,1983,0-1,7.4738417
Costa Rica,CRI,1984,0-1,6.5789475
Costa Rica,CRI,1985,0-1,8.219178
Costa Rica,CRI,1986,0-1,2.673797
Costa Rica,CRI,1987,0-1,11.494253
Costa Rica,CRI,1988,0-1,12.42236
Costa Rica,CRI,1989,0-1,5.8754406
Costa Rica,CRI,1990,0-1,6.127451
Costa Rica,CRI,1991,0-1,6.142506
Costa Rica,CRI,1992,0-1,7.290401
Costa Rica,CRI,1993,0-1,4.830918
Costa Rica,CRI,1994,0-1,2.4038463
Costa Rica,CRI,1995,0-1,0.0
Costa Rica,CRI,1996,0-1,1.2580674
Costa Rica,CRI,1997,0-1,1.2626901
Costa Rica,CRI,1998,0-1,5.0629067
Costa Rica,CRI,1999,0-1,5.0939193
Costa Rica,CRI,2000,0-1,1.2905058
Costa Rica,CRI,2001,0-1,2.6333113
Costa Rica,CRI,2002,0-1,2.7064333
Costa Rica,CRI,2003,0-1,0.0
Costa Rica,CRI,2004,0-1,2.8584497
Costa Rica,CRI,2005,0-1,0.0
Costa Rica,CRI,2006,0-1,1.4471152
Costa Rica,CRI,2007,0-1,1.4295108
Costa Rica,CRI,2008,0-1,1.403962
Costa Rica,CRI,2009,0-1,1.3804147
Costa Rica,CRI,2010,0-1,4.096178
Costa Rica,CRI,2011,0-1,5.439439
Costa Rica,CRI,2012,0-1,2.7236454
Costa Rica,CRI,2013,0-1,5.4798274
Costa Rica,CRI,2014,0-1,4.1452494
Costa Rica,CRI,2015,0-1,1.3951087
Costa Rica,CRI,2016,0-1,2.8180525
Costa Rica,CRI,2017,0-1,1.4250089
Costa Rica,CRI,2018,0-1,1.4426476
Costa Rica,CRI,2019,0-1,1.3840126
Costa Rica,CRI,2020,0-1,0.0
Croatia,HRV,1985,0-1,1.572327
Croatia,HRV,1986,0-1,3.2520325
Croatia,HRV,1987,0-1,5.1813474
Croatia,HRV,1988,0-1,12.173913
Croatia,HRV,1989,0-1,12.345679
Croatia,HRV,1990,0-1,7.142857
Croatia,HRV,1991,0-1,5.504587
Croatia,HRV,1992,0-1,5.504587
Croatia,HRV,1993,0-1,1.8348624
Croatia,HRV,1994,0-1,7.6190476
Croatia,HRV,1995,0-1,1.858736
Croatia,HRV,1996,0-1,3.8910506
Croatia,HRV,1997,0-1,0.0
Croatia,HRV,1998,0-1,8.492569
Croatia,HRV,1999,0-1,2.1881838
Croatia,HRV,2000,0-1,4.2105265
Croatia,HRV,2001,0-1,4.657445
Croatia,HRV,2002,0-1,2.4752476
Croatia,HRV,2003,0-1,5.037783
Croatia,HRV,2004,0-1,7.6530614
Croatia,HRV,2005,0-1,2.3434021
Croatia,HRV,2006,0-1,2.3992321
Croatia,HRV,2007,0-1,2.4502597
Croatia,HRV,2008,0-1,2.3070712
Croatia,HRV,2009,0-1,0.0
Croatia,HRV,2010,0-1,2.2464337
Croatia,HRV,2011,0-1,0.0
Croatia,HRV,2012,0-1,2.410626
Croatia,HRV,2013,0-1,7.3886166
Croatia,HRV,2014,0-1,0.0
Croatia,HRV,2015,0-1,0.0
Croatia,HRV,2016,0-1,13.675027
Croatia,HRV,2017,0-1,0.0
Croatia,HRV,2018,0-1,2.8477046
Croatia,HRV,2019,0-1,5.4791517
Croatia,HRV,2020,0-1,0.0
Croatia,HRV,2021,0-1,0.0
Cuba,CUB,1964,0-1,2.7054355
Cuba,CUB,1968,0-1,8.924045
Cuba,CUB,1969,0-1,14.210015
Cuba,CUB,1970,0-1,5.16129
Cuba,CUB,1971,0-1,6.7681894
Cuba,CUB,1972,0-1,5.51081
Cuba,CUB,1973,0-1,4.2194095
Cuba,CUB,1974,0-1,1.2642225
Cuba,CUB,1975,0-1,5.373455
Cuba,CUB,1976,0-1,2.1276596
Cuba,CUB,1977,0-1,4.2105265
Cuba,CUB,1978,0-1,5.1813474
Cuba,CUB,1979,0-1,3.7267082
Cuba,CUB,1980,0-1,3.10559
Cuba,CUB,1981,0-1,4.968944
Cuba,CUB,1982,0-1,4.3130007
Cuba,CUB,1983,0-1,4.268293
Cuba,CUB,1984,0-1,4.227053
Cuba,CUB,1985,0-1,5.3956833
Cuba,CUB,1986,0-1,3.3057852
Cuba,CUB,1987,0-1,4.6838408
Cuba,CUB,1988,0-1,4.3931904
Cuba,CUB,1989,0-1,5.0195203
Cuba,CUB,1990,0-1,9.299781
Cuba,CUB,1991,0-1,4.424779
Cuba,CUB,1992,0-1,4.3980207
Cuba,CUB,1993,0-1,1.0976949
Cuba,CUB,1994,0-1,2.443494
Cuba,CUB,1995,0-1,3.771213
Cuba,CUB,1996,0-1,4.6357617
Cuba,CUB,1997,0-1,7.3538604
Cuba,CUB,1998,0-1,4.7265363
Cuba,CUB,1999,0-1,5.689145
Cuba,CUB,2000,0-1,9.838101
Cuba,CUB,2001,0-1,1.2523011
Cuba,CUB,2002,0-1,10.568939
Cuba,CUB,2003,0-1,6.431006
Cuba,CUB,2004,0-1,1.5518913
Cuba,CUB,2005,0-1,2.4830532
Cuba,CUB,2006,0-1,3.4260948
Cuba,CUB,2007,0-1,0.0
Cuba,CUB,2008,0-1,3.4430518
Cuba,CUB,2009,0-1,8.450585
Cuba,CUB,2010,0-1,4.9558926
Cuba,CUB,2011,0-1,8.042594
Cuba,CUB,2012,0-1,8.567312
Cuba,CUB,2013,0-1,1.5138556
Cuba,CUB,2014,0-1,5.9686794
Cuba,CUB,2015,0-1,3.0031383
Cuba,CUB,2016,0-1,3.102916
Cuba,CUB,2017,0-1,0.82091695
Cuba,CUB,2018,0-1,1.763202
Cuba,CUB,2019,0-1,2.8313372
Cuba,CUB,2020,0-1,4.9514265
Cuba,CUB,2021,0-1,0.0
Cyprus,CYP,1999,0-1,0.0
Cyprus,CYP,2000,0-1,0.0
Cyprus,CYP,2004,0-1,0.0
Cyprus,CYP,2005,0-1,11.920372
Cyprus,CYP,2006,0-1,0.0
Cyprus,CYP,2007,0-1,22.563177
Cyprus,CYP,2008,0-1,0.0
Cyprus,CYP,2009,0-1,0.0
Cyprus,CYP,2010,0-1,0.0
Cyprus,CYP,2011,0-1,0.0
Cyprus,CYP,2012,0-1,0.0
Cyprus,CYP,2013,0-1,0.0
Cyprus,CYP,2014,0-1,0.0
Cyprus,CYP,2015,0-1,0.0
Cyprus,CYP,2016,0-1,0.0
Cyprus,CYP,2017,0-1,0.0
Cyprus,CYP,2018,0-1,0.0
Cyprus,CYP,2019,0-1,0.0
Cyprus,CYP,2020,0-1,0.0
Cyprus,CYP,2021,0-1,19.46472
Czechia,CZE,1986,0-1,6.0560184
Czechia,CZE,1987,0-1,6.880734
Czechia,CZE,1988,0-1,5.3639846
Czechia,CZE,1989,0-1,5.4095826
Czechia,CZE,1990,0-1,10.132502
Czechia,CZE,1991,0-1,9.375
Czechia,CZE,1992,0-1,5.6179776
Czechia,CZE,1993,0-1,4.149378
Czechia,CZE,1994,0-1,12.378427
Czechia,CZE,1995,0-1,6.9513407
Czechia,CZE,1996,0-1,4.314995
Czechia,CZE,1997,0-1,2.217295
Czechia,CZE,1998,0-1,4.429679
Czechia,CZE,1999,0-1,4.4592094
Czechia,CZE,2000,0-1,6.6731915
Czechia,CZE,2001,0-1,0.0
Czechia,CZE,2002,0-1,6.54172
Czechia,CZE,2003,0-1,2.1443121
Czechia,CZE,2004,0-1,6.2769384
Czechia,CZE,2005,0-1,4.9988503
Czechia,CZE,2006,0-1,3.8412046
Czechia,CZE,2007,0-1,0.90890086
Czechia,CZE,2008,0-1,0.85277665
Czechia,CZE,2009,0-1,1.6763897
Czechia,CZE,2010,0-1,1.6939534
Czechia,CZE,2011,0-1,4.3871193
Czechia,CZE,2012,0-1,0.0
Czechia,CZE,2013,0-1,2.783887
Czechia,CZE,2014,0-1,0.9226454
Czechia,CZE,2015,0-1,4.5307913
Czechia,CZE,2016,0-1,0.0
Czechia,CZE,2017,0-1,0.8819975
Czechia,CZE,2018,0-1,0.0
Czechia,CZE,2019,0-1,5.311474
Czechia,CZE,2020,0-1,0.9004872
Czechia,CZE,2021,0-1,3.6507676
Denmark,DNK,1951,0-1,7.6824584
Denmark,DNK,1952,0-1,6.596306
Denmark,DNK,1953,0-1,8.997429
Denmark,DNK,1954,0-1,10.38961
Denmark,DNK,1955,0-1,10.512484
Denmark,DNK,1956,0-1,8.0
Denmark,DNK,1957,0-1,13.245033
Denmark,DNK,1958,0-1,6.6666665
Denmark,DNK,1959,0-1,13.531799
Denmark,DNK,1960,0-1,2.69179
Denmark,DNK,1961,0-1,14.608233
Denmark,DNK,1962,0-1,14.285714
Denmark,DNK,1963,0-1,10.075566
Denmark,DNK,1964,0-1,10.948905
Denmark,DNK,1965,0-1,9.580838
Denmark,DNK,1966,0-1,15.081206
Denmark,DNK,1967,0-1,7.009346
Denmark,DNK,1968,0-1,12.674272
Denmark,DNK,1969,0-1,13.642565
Denmark,DNK,1970,0-1,7.122507
Denmark,DNK,1971,0-1,11.4449215
Denmark,DNK,1972,0-1,4.0268455
Denmark,DNK,1973,0-1,8.032128
Denmark,DNK,1974,0-1,7.122507
Denmark,DNK,1975,0-1,7.173601
Denmark,DNK,1976,0-1,4.398827
Denmark,DNK,1977,0-1,1.5797788
Denmark,DNK,1978,0-1,4.854369
Denmark,DNK,1979,0-1,11.570248
Denmark,DNK,1980,0-1,8.591065
Denmark,DNK,1981,0-1,0.0
Denmark,DNK,1982,0-1,5.681818
Denmark,DNK,1983,0-1,5.802708
Denmark,DNK,1984,0-1,3.8986354
Denmark,DNK,1985,0-1,11.363636
Denmark,DNK,1986,0-1,7.3260074
Denmark,DNK,1987,0-1,10.752688
Denmark,DNK,1988,0-1,6.9565215
Denmark,DNK,1989,0-1,6.6666665
Denmark,DNK,1990,0-1,6.451613
Denmark,DNK,1991,0-1,1.552795
Denmark,DNK,1992,0-1,1.5243902
Denmark,DNK,1993,0-1,4.424779
Denmark,DNK,1994,0-1,5.891016
Denmark,DNK,1995,0-1,4.2735043
Denmark,DNK,1996,0-1,1.457726
Denmark,DNK,1997,0-1,8.77193
Denmark,DNK,1998,0-1,3.030303
Denmark,DNK,1999,0-1,2.9977367
Denmark,DNK,2000,0-1,1.5109849
Denmark,DNK,2001,0-1,1.5055026
Denmark,DNK,2002,0-1,1.5566868
Denmark,DNK,2003,0-1,1.5762925
Denmark,DNK,2004,0-1,0.0
Denmark,DNK,2005,0-1,1.552337
Denmark,DNK,2006,0-1,3.1030364
Denmark,DNK,2007,0-1,6.2104087
Denmark,DNK,2008,0-1,3.072291
Denmark,DNK,2009,0-1,1.5456907
Denmark,DNK,2010,0-1,3.1461875
Denmark,DNK,2011,0-1,1.6251706
Denmark,DNK,2012,0-1,1.7109811
Denmark,DNK,2013,0-1,5.202643
Denmark,DNK,2014,0-1,0.0
Denmark,DNK,2015,0-1,0.0
Denmark,DNK,2016,0-1,1.649539
Denmark,DNK,2017,0-1,0.0
Denmark,DNK,2018,0-1,1.6045955
Denmark,DNK,2019,0-1,1.639882
Denmark,DNK,2020,0-1,0.0
Denmark,DNK,2021,0-1,0.0
Dominican Republic,DOM,1965,0-1,0.6240016
Dominican Republic,DOM,1966,0-1,1.2336769
Dominican Republic,DOM,1967,0-1,3.0547783
Dominican Republic,DOM,1968,0-1,3.0295503
Dominican Republic,DOM,1969,0-1,1.2022916
Dominican Republic,DOM,1970,0-1,0.71736014
Dominican Republic,DOM,1971,0-1,5.5710306
Dominican Republic,DOM,1972,0-1,0.6770481
Dominican Republic,DOM,1973,0-1,3.98142
Dominican Republic,DOM,1974,0-1,0.6443299
Dominican Republic,DOM,1975,0-1,2.5046964
Dominican Republic,DOM,1976,0-1,6.6305003
Dominican Republic,DOM,1977,0-1,7.017544
Dominican Republic,DOM,1978,0-1,5.6785917
Dominican Republic,DOM,1979,0-1,3.8674033
Dominican Republic,DOM,1980,0-1,2.7173913
Dominican Republic,DOM,1981,0-1,4.494382
Dominican Republic,DOM,1982,0-1,10.3092785
Dominican Republic,DOM,1983,0-1,5.2410903
Dominican Republic,DOM,1984,0-1,6.8421054
Dominican Republic,DOM,1985,0-1,2.2222223
Dominican Republic,DOM,1986,0-1,3.120985
Dominican Republic,DOM,1987,0-1,4.136633
Dominican Republic,DOM,1988,0-1,2.0570207
Dominican Republic,DOM,1989,0-1,2.0438404
Dominican Republic,DOM,1990,0-1,4.560934
Dominican Republic,DOM,1991,0-1,4.0076547
Dominican Republic,DOM,1992,0-1,4.944351
Dominican Republic,DOM,1994,0-1,3.874017
Dominican Republic,DOM,1995,0-1,1.4488415
Dominican Republic,DOM,1996,0-1,1.9397607
Dominican Republic,DOM,1997,0-1,0.48960328
Dominican Republic,DOM,1998,0-1,1.4873427
Dominican Republic,DOM,1999,0-1,4.5149217
Dominican Republic,DOM,2000,0-1,1.0114803
Dominican Republic,DOM,2001,0-1,2.5347772
Dominican Republic,DOM,2002,0-1,2.0250704
Dominican Republic,DOM,2003,0-1,1.5130043
Dominican Republic,DOM,2004,0-1,2.511137
Dominican Republic,DOM,2005,0-1,2.0029242
Dominican Republic,DOM,2006,0-1,2.5001626
Dominican Republic,DOM,2007,0-1,1.9995401
Dominican Republic,DOM,2008,0-1,2.4996874
Dominican Republic,DOM,2009,0-1,0.99938536
Dominican Republic,DOM,2010,0-1,31.426775
Dominican Republic,DOM,2011,0-1,1.9888624
Dominican Republic,DOM,2012,0-1,1.4854426
Dominican Republic,DOM,2013,0-1,2.4651916
Dominican Republic,DOM,2014,0-1,4.422648
Dominican Republic,DOM,2015,0-1,1.9624966
Dominican Republic,DOM,2016,0-1,1.4721758
Dominican Republic,DOM,2017,0-1,0.98318267
Dominican Republic,DOM,2018,0-1,0.9867188
Ecuador,ECU,1966,0-1,1.9238539
Ecuador,ECU,1967,0-1,2.8165443
Ecuador,ECU,1968,0-1,4.1374555
Ecuador,ECU,1969,0-1,1.3534364
Ecuador,ECU,1970,0-1,1.7727667
Ecuador,ECU,1971,0-1,2.6193552
Ecuador,ECU,1972,0-1,3.0122297
Ecuador,ECU,1973,0-1,2.9717934
Ecuador,ECU,1974,0-1,4.192696
Ecuador,ECU,1975,0-1,2.486758
Ecuador,ECU,1977,0-1,3.4364262
Ecuador,ECU,1978,0-1,2.1840873
Ecuador,ECU,1979,0-1,1.5243902
Ecuador,ECU,1980,0-1,4.9423394
Ecuador,ECU,1981,0-1,3.4890754
Ecuador,ECU,1982,0-1,3.7383177
Ecuador,ECU,1983,0-1,5.2406588
Ecuador,ECU,1984,0-1,3.235294
Ecuador,ECU,1985,0-1,2.0011435
Ecuador,ECU,1986,0-1,2.5013897
Ecuador,ECU,1987,0-1,3.343465
Ecuador,ECU,1988,0-1,2.9550827
Ecuador,ECU,1989,0-1,4.4885626
Ecuador,ECU,1990,0-1,2.05284
Ecuador,ECU,1991,0-1,3.0364373
Ecuador,ECU,1992,0-1,3.0365908
Ecuador,ECU,1993,0-1,4.0236454
Ecuador,ECU,1994,0-1,6.6568146
Ecuador,ECU,1995,0-1,2.638183
Ecuador,ECU,1996,0-1,3.5794358
Ecuador,ECU,1997,0-1,2.884708
Ecuador,ECU,1998,0-1,1.896082
Ecuador,ECU,1999,0-1,3.7553983
Ecuador,ECU,2000,0-1,4.3677387
Ecuador,ECU,2001,0-1,3.1333818
Ecuador,ECU,2002,0-1,6.0161996
Ecuador,ECU,2003,0-1,1.9257742
